userId,Name,Surname,Email,Password,Role
360,Rosetta,Mahony,xexuwb@unist.ac.kr,dB9y0c,0
361,Kirby,Baythrop,ujavjk@unist.ac.kr,msOddATt,0
362,Olimpia,Hutsby,ruyswm@unist.ac.kr,DbEGbg1eN,0
363,Katleen,Leftley,xhrrgq@unist.ac.kr,c18DkfG,0
364,Pandora,Virgin,rzufei@unist.ac.kr,Oxkri8,0
365,Layney,Turmall,mfbavo@unist.ac.kr,IihlYkH,0
366,Port,Wight,kcjsmu@unist.ac.kr,hEYHKfXsByii,0
367,Edie,Mallatratt,rgfjmw@unist.ac.kr,KaZkSf,0
368,Wally,Bartoszewicz,cjnbmd@unist.ac.kr,CQKjPuVIoPkG,0
369,Corie,Merredy,wujsoc@unist.ac.kr,Zi3VMjYM3,0
370,Malcolm,Flowith,lkzwoo@unist.ac.kr,UYO3nBb8OzL,0
371,Rafi,Waywell,ngsben@unist.ac.kr,7riPO2LB8ke,0
372,Farah,Ungerecht,ilzhpn@unist.ac.kr,idc4j3VzNyd,0
373,Biddie,Adelman,taopao@unist.ac.kr,yfH4txVxe,0
374,Marat,Yerkebayev,yerkebayev@unist.ac.kr,123hey,1
375,Aslan,Zholamanov,a210107096@unist.ac.kr,123abc,1
